Date,Slot,Festival,Visitors
2025-10-02,18-21,Dashera (Victory Day of Shri Rama) / Navaratri Ends,97500
2025-10-02,21-24,Dashera (Victory Day of Shri Rama) / Navaratri Ends,32500
2025-10-03,00-03,,32500
2025-10-03,03-06,,32500
2025-10-03,06-09,,130000
2025-10-03,09-12,,162500
2025-10-03,12-15,,97500
2025-10-03,15-18,,65000
2025-10-03,18-21,,97500
2025-10-03,21-24,,32500
2025-10-04,00-03,,40625
2025-10-04,03-06,,40625
2025-10-04,06-09,,162500
2025-10-04,09-12,,203125
2025-10-04,12-15,,121875
2025-10-04,15-18,,81250
2025-10-04,18-21,,121875
2025-10-04,21-24,,40625
2025-10-05,00-03,Sharad Purnima / Dashera Havan,40625
2025-10-05,03-06,Sharad Purnima / Dashera Havan,40625
2025-10-05,06-09,Sharad Purnima / Dashera Havan,162500
2025-10-05,09-12,Sharad Purnima / Dashera Havan,203125
2025-10-05,12-15,Sharad Purnima / Dashera Havan,121875
2025-10-05,15-18,Sharad Purnima / Dashera Havan,81250
2025-10-05,18-21,Sharad Purnima / Dashera Havan,121875
2025-10-05,21-24,Sharad Purnima / Dashera Havan,40625
2025-10-06,00-03,,32500
2025-10-06,03-06,,32500
2025-10-06,06-09,,130000
2025-10-06,09-12,,162500
2025-10-06,12-15,,97500
2025-10-06,15-18,,65000
2025-10-06,18-21,,97500
2025-10-06,21-24,,32500
2025-10-07,00-03,,32500
2025-10-07,03-06,,32500
2025-10-07,06-09,,130000
2025-10-07,09-12,,162500
2025-10-07,12-15,,97500
2025-10-07,15-18,,65000
2025-10-07,18-21,,97500
2025-10-07,21-24,,32500
2025-10-08,00-03,,32500
2025-10-08,03-06,,32500
2025-10-08,06-09,,130000
2025-10-08,09-12,,162500
2025-10-08,12-15,,97500
2025-10-08,15-18,,65000
2025-10-08,18-21,,97500
2025-10-08,21-24,,32500
2025-10-09,00-03,,32500
2025-10-09,03-06,,32500
2025-10-09,06-09,,130000
2025-10-09,09-12,,162500
2025-10-09,12-15,,97500
2025-10-09,15-18,,65000
2025-10-09,18-21,,97500
2025-10-09,21-24,,32500
2025-10-10,00-03,Karva Choth - Sankasht Chaturthi,32500
2025-10-10,03-06,Karva Choth - Sankasht Chaturthi,32500
2025-10-10,06-09,Karva Choth - Sankasht Chaturthi,130000
2025-10-10,09-12,Karva Choth - Sankasht Chaturthi,162500
2025-10-10,12-15,Karva Choth - Sankasht Chaturthi,97500
2025-10-10,15-18,Karva Choth - Sankasht Chaturthi,65000
2025-10-10,18-21,Karva Choth - Sankasht Chaturthi,97500
2025-10-10,21-24,Karva Choth - Sankasht Chaturthi,32500
2025-10-11,00-03,,40625
2025-10-11,03-06,,40625
2025-10-11,06-09,,162500
2025-10-11,09-12,,203125
2025-10-11,12-15,,121875
2025-10-11,15-18,,81250
2025-10-11,18-21,,121875
2025-10-11,21-24,,40625
2025-10-12,00-03,,40625
2025-10-12,03-06,,40625
2025-10-12,06-09,,162500
2025-10-12,09-12,,203125
2025-10-12,12-15,,121875
2025-10-12,15-18,,81250
2025-10-12,18-21,,121875
2025-10-12,21-24,,40625
2025-10-13,00-03,,32500
2025-10-13,03-06,,32500
2025-10-13,06-09,,130000
2025-10-13,09-12,,162500
2025-10-13,12-15,,97500
2025-10-13,15-18,,65000
2025-10-13,18-21,,97500
2025-10-13,21-24,,32500
2025-10-14,00-03,,32500
2025-10-14,03-06,,32500
2025-10-14,06-09,,130000
2025-10-14,09-12,,162500
2025-10-14,12-15,,97500
2025-10-14,15-18,,65000
2025-10-14,18-21,,97500
2025-10-14,21-24,,32500
2025-10-15,00-03,,32500
2025-10-15,03-06,,32500
2025-10-15,06-09,,130000
2025-10-15,09-12,,162500
2025-10-15,12-15,,97500
2025-10-15,15-18,,65000
2025-10-15,18-21,,97500
2025-10-15,21-24,,32500
2025-10-16,00-03,,32500
2025-10-16,03-06,,32500
2025-10-16,06-09,,130000
2025-10-16,09-12,,162500
2025-10-16,12-15,,97500
2025-10-16,15-18,,65000
2025-10-16,18-21,,97500
2025-10-16,21-24,,32500
2025-10-17,00-03,Vagh Baras / Rama Ekadashi,32500
2025-10-17,03-06,Vagh Baras / Rama Ekadashi,32500
2025-10-17,06-09,Vagh Baras / Rama Ekadashi,130000
2025-10-17,09-12,Vagh Baras / Rama Ekadashi,162500
2025-10-17,12-15,Vagh Baras / Rama Ekadashi,97500
2025-10-17,15-18,Vagh Baras / Rama Ekadashi,65000
2025-10-17,18-21,Vagh Baras / Rama Ekadashi,97500
2025-10-17,21-24,Vagh Baras / Rama Ekadashi,32500
2025-10-18,00-03,Dhanterash,40625
2025-10-18,03-06,Dhanterash,40625
2025-10-18,06-09,Dhanterash,162500
2025-10-18,09-12,Dhanterash,203125
2025-10-18,12-15,Dhanterash,121875
2025-10-18,15-18,Dhanterash,81250
2025-10-18,18-21,Dhanterash,121875
2025-10-18,21-24,Dhanterash,40625
2025-10-19,00-03,Kali Chaudash,40625
2025-10-19,03-06,Kali Chaudash,40625
2025-10-19,06-09,Kali Chaudash,162500
2025-10-19,09-12,Kali Chaudash,203125
2025-10-19,12-15,Kali Chaudash,121875
2025-10-19,15-18,Kali Chaudash,81250
2025-10-19,18-21,Kali Chaudash,121875
2025-10-19,21-24,Kali Chaudash,40625
2025-10-20,00-03,Diwali (Shri Rama Back in Ayodhya),32500
2025-10-20,03-06,Diwali (Shri Rama Back in Ayodhya),32500
2025-10-20,06-09,Diwali (Shri Rama Back in Ayodhya),130000
2025-10-20,09-12,Diwali (Shri Rama Back in Ayodhya),162500
2025-10-20,12-15,Diwali (Shri Rama Back in Ayodhya),97500
2025-10-20,15-18,Diwali (Shri Rama Back in Ayodhya),65000
2025-10-20,18-21,Diwali (Shri Rama Back in Ayodhya),97500
2025-10-20,21-24,Diwali (Shri Rama Back in Ayodhya),32500
2025-10-21,00-03,Sarvapitri Amavasya / Shradh Paksha Ends,32500
2025-10-21,03-06,Sarvapitri Amavasya / Shradh Paksha Ends,32500
2025-10-21,06-09,Sarvapitri Amavasya / Shradh Paksha Ends,130000
2025-10-21,09-12,Sarvapitri Amavasya / Shradh Paksha Ends,162500
2025-10-21,12-15,Sarvapitri Amavasya / Shradh Paksha Ends,97500
2025-10-21,15-18,Sarvapitri Amavasya / Shradh Paksha Ends,65000
2025-10-21,18-21,Sarvapitri Amavasya / Shradh Paksha Ends,97500
2025-10-21,21-24,Sarvapitri Amavasya / Shradh Paksha Ends,32500
2025-10-22,00-03,New Year (Coronation Day) / Kartik Starts | Navaratri Starts / Aso Starts,32500
2025-10-22,03-06,New Year (Coronation Day) / Kartik Starts | Navaratri Starts / Aso Starts,32500
2025-10-22,06-09,New Year (Coronation Day) / Kartik Starts | Navaratri Starts / Aso Starts,130000
2025-10-22,09-12,New Year (Coronation Day) / Kartik Starts | Navaratri Starts / Aso Starts,162500
2025-10-22,12-15,New Year (Coronation Day) / Kartik Starts | Navaratri Starts / Aso Starts,97500
2025-10-22,15-18,New Year (Coronation Day) / Kartik Starts | Navaratri Starts / Aso Starts,65000
2025-10-22,18-21,New Year (Coronation Day) / Kartik Starts | Navaratri Starts / Aso Starts,97500
2025-10-22,21-24,New Year (Coronation Day) / Kartik Starts | Navaratri Starts / Aso Starts,32500
2025-10-23,00-03,Bhai Bij / Bhai Bij,32500
2025-10-23,03-06,Bhai Bij / Bhai Bij,32500
2025-10-23,06-09,Bhai Bij / Bhai Bij,130000
2025-10-23,09-12,Bhai Bij / Bhai Bij,162500
2025-10-23,12-15,Bhai Bij / Bhai Bij,97500
2025-10-23,15-18,Bhai Bij / Bhai Bij,65000
2025-10-23,18-21,Bhai Bij / Bhai Bij,97500
2025-10-23,21-24,Bhai Bij / Bhai Bij,32500
2025-10-24,00-03,,32500
2025-10-24,03-06,,32500
2025-10-24,06-09,,130000
2025-10-24,09-12,,162500
2025-10-24,12-15,,97500
2025-10-24,15-18,,65000
2025-10-24,18-21,,97500
2025-10-24,21-24,,32500
2025-10-25,00-03,,40625
2025-10-25,03-06,,40625
2025-10-25,06-09,,162500
2025-10-25,09-12,,203125
2025-10-25,12-15,,121875
2025-10-25,15-18,,81250
2025-10-25,18-21,,121875
2025-10-25,21-24,,40625
2025-10-26,00-03,New Year Annakut Mahotsav | Labh Pancham / Shree Panchmi,40625
2025-10-26,03-06,New Year Annakut Mahotsav | Labh Pancham / Shree Panchmi,40625
2025-10-26,06-09,New Year Annakut Mahotsav | Labh Pancham / Shree Panchmi,162500
2025-10-26,09-12,New Year Annakut Mahotsav | Labh Pancham / Shree Panchmi,203125
2025-10-26,12-15,New Year Annakut Mahotsav | Labh Pancham / Shree Panchmi,121875
2025-10-26,15-18,New Year Annakut Mahotsav | Labh Pancham / Shree Panchmi,81250
2025-10-26,18-21,New Year Annakut Mahotsav | Labh Pancham / Shree Panchmi,121875
2025-10-26,21-24,New Year Annakut Mahotsav | Labh Pancham / Shree Panchmi,40625
2025-10-27,00-03,,32500
2025-10-27,03-06,,32500
2025-10-27,06-09,,130000
2025-10-27,09-12,,162500
2025-10-27,12-15,,97500
2025-10-27,15-18,,65000
2025-10-27,18-21,,97500
2025-10-27,21-24,,32500
2025-10-28,00-03,,32500
2025-10-28,03-06,,32500
2025-10-28,06-09,,130000
2025-10-28,09-12,,162500
2025-10-28,12-15,,97500
2025-10-28,15-18,,65000
2025-10-28,18-21,,97500
2025-10-28,21-24,,32500
2025-10-29,00-03,,32500
2025-10-29,03-06,,32500
2025-10-29,06-09,,130000
2025-10-29,09-12,,162500
2025-10-29,12-15,,97500
2025-10-29,15-18,,65000
2025-10-29,18-21,,97500
2025-10-29,21-24,,32500
2025-10-30,00-03,,32500
2025-10-30,03-06,,32500
2025-10-30,06-09,,130000
2025-10-30,09-12,,162500
2025-10-30,12-15,,97500
2025-10-30,15-18,,65000
2025-10-30,18-21,,97500
2025-10-30,21-24,,32500
2025-10-31,00-03,,32500
2025-10-31,03-06,,32500
2025-10-31,06-09,,130000
2025-10-31,09-12,,162500
2025-10-31,12-15,,97500
2025-10-31,15-18,,65000
2025-10-31,18-21,,97500
2025-10-31,21-24,,32500
2025-11-01,00-03,,40625
2025-11-01,03-06,,40625
2025-11-01,06-09,,162500
2025-11-01,09-12,,203125
2025-11-01,12-15,,121875
2025-11-01,15-18,,81250
2025-11-01,18-21,,121875
2025-11-01,21-24,,40625
2025-11-02,00-03,,40625
2025-11-02,03-06,,40625
2025-11-02,06-09,,162500
2025-11-02,09-12,,203125
2025-11-02,12-15,,121875
2025-11-02,15-18,,81250
2025-11-02,18-21,,121875
2025-11-02,21-24,,40625
2025-11-03,00-03,,32500
2025-11-03,03-06,,32500
2025-11-03,06-09,,130000
2025-11-03,09-12,,162500
2025-11-03,12-15,,97500
2025-11-03,15-18,,65000
2025-11-03,18-21,,97500
2025-11-03,21-24,,32500
2025-11-04,00-03,,32500
2025-11-04,03-06,,32500
2025-11-04,06-09,,130000
2025-11-04,09-12,,162500
2025-11-04,12-15,,97500
2025-11-04,15-18,,65000
2025-11-04,18-21,,97500
2025-11-04,21-24,,32500
2025-11-05,00-03,Dev Diwali / Purnima / Guru Nanak Jayanti,32500
2025-11-05,03-06,Dev Diwali / Purnima / Guru Nanak Jayanti,32500
2025-11-05,06-09,Dev Diwali / Purnima / Guru Nanak Jayanti,130000
2025-11-05,09-12,Dev Diwali / Purnima / Guru Nanak Jayanti,162500
2025-11-05,12-15,Dev Diwali / Purnima / Guru Nanak Jayanti,97500
2025-11-05,15-18,Dev Diwali / Purnima / Guru Nanak Jayanti,65000
2025-11-05,18-21,Dev Diwali / Purnima / Guru Nanak Jayanti,97500
2025-11-05,21-24,Dev Diwali / Purnima / Guru Nanak Jayanti,32500
2025-11-06,00-03,,32500
2025-11-06,03-06,,32500
2025-11-06,06-09,,130000
2025-11-06,09-12,,162500
2025-11-06,12-15,,97500
2025-11-06,15-18,,65000
2025-11-06,18-21,,97500
2025-11-06,21-24,,32500
2025-11-07,00-03,,32500
2025-11-07,03-06,,32500
2025-11-07,06-09,,130000
2025-11-07,09-12,,162500
2025-11-07,12-15,,97500
2025-11-07,15-18,,65000
2025-11-07,18-21,,97500
2025-11-07,21-24,,32500
2025-11-08,00-03,,40625
2025-11-08,03-06,,40625
2025-11-08,06-09,,162500
2025-11-08,09-12,,203125
2025-11-08,12-15,,121875
2025-11-08,15-18,,81250
2025-11-08,18-21,,121875
2025-11-08,21-24,,40625
2025-11-09,00-03,,40625
2025-11-09,03-06,,40625
2025-11-09,06-09,,162500
2025-11-09,09-12,,203125
2025-11-09,12-15,,121875
2025-11-09,15-18,,81250
2025-11-09,18-21,,121875
2025-11-09,21-24,,40625
2025-11-10,00-03,,32500
2025-11-10,03-06,,32500
2025-11-10,06-09,,130000
2025-11-10,09-12,,162500
2025-11-10,12-15,,97500
2025-11-10,15-18,,65000
2025-11-10,18-21,,97500
2025-11-10,21-24,,32500
2025-11-11,00-03,,32500
2025-11-11,03-06,,32500
2025-11-11,06-09,,130000
2025-11-11,09-12,,162500
2025-11-11,12-15,,97500
2025-11-11,15-18,,65000
2025-11-11,18-21,,97500
2025-11-11,21-24,,32500
2025-11-12,00-03,,32500
2025-11-12,03-06,,32500
2025-11-12,06-09,,130000
2025-11-12,09-12,,162500
2025-11-12,12-15,,97500
2025-11-12,15-18,,65000
2025-11-12,18-21,,97500
2025-11-12,21-24,,32500
2025-11-13,00-03,,32500
2025-11-13,03-06,,32500
2025-11-13,06-09,,130000
2025-11-13,09-12,,162500
2025-11-13,12-15,,97500
2025-11-13,15-18,,65000
2025-11-13,18-21,,97500
2025-11-13,21-24,,32500
2025-11-14,00-03,,32500
2025-11-14,03-06,,32500
2025-11-14,06-09,,130000
2025-11-14,09-12,,162500
2025-11-14,12-15,,97500
2025-11-14,15-18,,65000
2025-11-14,18-21,,97500
2025-11-14,21-24,,32500
2025-11-15,00-03,,40625
2025-11-15,03-06,,40625
2025-11-15,06-09,,162500
2025-11-15,09-12,,203125
2025-11-15,12-15,,121875
2025-11-15,15-18,,81250
2025-11-15,18-21,,121875
2025-11-15,21-24,,40625
2025-11-16,00-03,,40625
2025-11-16,03-06,,40625
2025-11-16,06-09,,162500
2025-11-16,09-12,,203125
2025-11-16,12-15,,121875
2025-11-16,15-18,,81250
2025-11-16,18-21,,121875
2025-11-16,21-24,,40625
2025-11-17,00-03,,32500
2025-11-17,03-06,,32500
2025-11-17,06-09,,130000
2025-11-17,09-12,,162500
2025-11-17,12-15,,97500
2025-11-17,15-18,,65000
2025-11-17,18-21,,97500
2025-11-17,21-24,,32500
2025-11-18,00-03,,32500
2025-11-18,03-06,,32500
2025-11-18,06-09,,130000
2025-11-18,09-12,,162500
2025-11-18,12-15,,97500
2025-11-18,15-18,,65000
2025-11-18,18-21,,97500
2025-11-18,21-24,,32500
2025-11-19,00-03,,32500
2025-11-19,03-06,,32500
2025-11-19,06-09,,130000
2025-11-19,09-12,,162500
2025-11-19,12-15,,97500
2025-11-19,15-18,,65000
2025-11-19,18-21,,97500
2025-11-19,21-24,,32500
2025-11-20,00-03,,32500
2025-11-20,03-06,,32500
2025-11-20,06-09,,130000
2025-11-20,09-12,,162500
2025-11-20,12-15,,97500
2025-11-20,15-18,,65000
2025-11-20,18-21,,97500
2025-11-20,21-24,,32500
2025-11-21,00-03,,32500
2025-11-21,03-06,,32500
2025-11-21,06-09,,130000
2025-11-21,09-12,,162500
2025-11-21,12-15,,97500
2025-11-21,15-18,,65000
2025-11-21,18-21,,97500
2025-11-21,21-24,,32500
2025-11-22,00-03,,40625
2025-11-22,03-06,,40625
2025-11-22,06-09,,162500
2025-11-22,09-12,,203125
2025-11-22,12-15,,121875
2025-11-22,15-18,,81250
2025-11-22,18-21,,121875
2025-11-22,21-24,,40625
2025-11-23,00-03,,40625
2025-11-23,03-06,,40625
2025-11-23,06-09,,162500
2025-11-23,09-12,,203125
2025-11-23,12-15,,121875
2025-11-23,15-18,,81250
2025-11-23,18-21,,121875
2025-11-23,21-24,,40625
2025-11-24,00-03,,32500
2025-11-24,03-06,,32500
2025-11-24,06-09,,130000
2025-11-24,09-12,,162500
2025-11-24,12-15,,97500
2025-11-24,15-18,,65000
2025-11-24,18-21,,97500
2025-11-24,21-24,,32500
2025-11-25,00-03,,32500
2025-11-25,03-06,,32500
2025-11-25,06-09,,130000
2025-11-25,09-12,,162500
2025-11-25,12-15,,97500
2025-11-25,15-18,,65000
2025-11-25,18-21,,97500
2025-11-25,21-24,,32500
2025-11-26,00-03,,32500
2025-11-26,03-06,,32500
2025-11-26,06-09,,130000
2025-11-26,09-12,,162500
2025-11-26,12-15,,97500
2025-11-26,15-18,,65000
2025-11-26,18-21,,97500
2025-11-26,21-24,,32500
2025-11-27,00-03,,32500
2025-11-27,03-06,,32500
2025-11-27,06-09,,130000
2025-11-27,09-12,,162500
2025-11-27,12-15,,97500
2025-11-27,15-18,,65000
2025-11-27,18-21,,97500
2025-11-27,21-24,,32500
2025-11-28,00-03,,32500
2025-11-28,03-06,,32500
2025-11-28,06-09,,130000
2025-11-28,09-12,,162500
2025-11-28,12-15,,97500
2025-11-28,15-18,,65000
2025-11-28,18-21,,97500
2025-11-28,21-24,,32500
2025-11-29,00-03,,40625
2025-11-29,03-06,,40625
2025-11-29,06-09,,162500
2025-11-29,09-12,,203125
2025-11-29,12-15,,121875
2025-11-29,15-18,,81250
2025-11-29,18-21,,121875
2025-11-29,21-24,,40625
2025-11-30,00-03,,40625
2025-11-30,03-06,,40625
2025-11-30,06-09,,162500
2025-11-30,09-12,,203125
2025-11-30,12-15,,121875
2025-11-30,15-18,,81250
2025-11-30,18-21,,121875
2025-11-30,21-24,,40625
2025-12-01,00-03,,32500
2025-12-01,03-06,,32500
2025-12-01,06-09,,130000
2025-12-01,09-12,,162500
2025-12-01,12-15,,97500
2025-12-01,15-18,,65000
2025-12-01,18-21,,97500
2025-12-01,21-24,,32500
2025-12-02,00-03,,32500
2025-12-02,03-06,,32500
2025-12-02,06-09,,130000
2025-12-02,09-12,,162500
2025-12-02,12-15,,97500
2025-12-02,15-18,,65000
2025-12-02,18-21,,97500
2025-12-02,21-24,,32500
2025-12-03,00-03,,32500
2025-12-03,03-06,,32500
2025-12-03,06-09,,130000
2025-12-03,09-12,,162500
2025-12-03,12-15,,97500
2025-12-03,15-18,,65000
2025-12-03,18-21,,97500
2025-12-03,21-24,,32500
2025-12-04,00-03,Purnima / Shri Dattatrey Jayanti,32500
2025-12-04,03-06,Purnima / Shri Dattatrey Jayanti,32500
2025-12-04,06-09,Purnima / Shri Dattatrey Jayanti,130000
2025-12-04,09-12,Purnima / Shri Dattatrey Jayanti,162500
2025-12-04,12-15,Purnima / Shri Dattatrey Jayanti,97500
2025-12-04,15-18,Purnima / Shri Dattatrey Jayanti,65000
2025-12-04,18-21,Purnima / Shri Dattatrey Jayanti,97500
2025-12-04,21-24,Purnima / Shri Dattatrey Jayanti,32500
2025-12-05,00-03,,32500
2025-12-05,03-06,,32500
2025-12-05,06-09,,130000
2025-12-05,09-12,,162500
2025-12-05,12-15,,97500
2025-12-05,15-18,,65000
2025-12-05,18-21,,97500
2025-12-05,21-24,,32500
2025-12-06,00-03,,40625
2025-12-06,03-06,,40625
2025-12-06,06-09,,162500
2025-12-06,09-12,,203125
2025-12-06,12-15,,121875
2025-12-06,15-18,,81250
2025-12-06,18-21,,121875
2025-12-06,21-24,,40625
2025-12-07,00-03,,40625
2025-12-07,03-06,,40625
2025-12-07,06-09,,162500
2025-12-07,09-12,,203125
2025-12-07,12-15,,121875
2025-12-07,15-18,,81250
2025-12-07,18-21,,121875
2025-12-07,21-24,,40625
2025-12-08,00-03,,32500
2025-12-08,03-06,,32500
2025-12-08,06-09,,130000
2025-12-08,09-12,,162500
2025-12-08,12-15,,97500
2025-12-08,15-18,,65000
2025-12-08,18-21,,97500
2025-12-08,21-24,,32500
2025-12-09,00-03,,32500
2025-12-09,03-06,,32500
2025-12-09,06-09,,130000
2025-12-09,09-12,,162500
2025-12-09,12-15,,97500
2025-12-09,15-18,,65000
2025-12-09,18-21,,97500
2025-12-09,21-24,,32500
2025-12-10,00-03,,32500
2025-12-10,03-06,,32500
2025-12-10,06-09,,130000
2025-12-10,09-12,,162500
2025-12-10,12-15,,97500
2025-12-10,15-18,,65000
2025-12-10,18-21,,97500
2025-12-10,21-24,,32500
2025-12-11,00-03,,32500
2025-12-11,03-06,,32500
2025-12-11,06-09,,130000
2025-12-11,09-12,,162500
2025-12-11,12-15,,97500
2025-12-11,15-18,,65000
2025-12-11,18-21,,97500
2025-12-11,21-24,,32500
2025-12-12,00-03,,32500
2025-12-12,03-06,,32500
2025-12-12,06-09,,130000
2025-12-12,09-12,,162500
2025-12-12,12-15,,97500
2025-12-12,15-18,,65000
2025-12-12,18-21,,97500
2025-12-12,21-24,,32500
2025-12-13,00-03,,40625
2025-12-13,03-06,,40625
2025-12-13,06-09,,162500
2025-12-13,09-12,,203125
2025-12-13,12-15,,121875
2025-12-13,15-18,,81250
2025-12-13,18-21,,121875
2025-12-13,21-24,,40625
2025-12-14,00-03,,40625
2025-12-14,03-06,,40625
2025-12-14,06-09,,162500
2025-12-14,09-12,,203125
2025-12-14,12-15,,121875
2025-12-14,15-18,,81250
2025-12-14,18-21,,121875
2025-12-14,21-24,,40625
2025-12-15,00-03,,32500
2025-12-15,03-06,,32500
2025-12-15,06-09,,130000
2025-12-15,09-12,,162500
2025-12-15,12-15,,97500
2025-12-15,15-18,,65000
2025-12-15,18-21,,97500
2025-12-15,21-24,,32500
2025-12-16,00-03,Dhanarak / Kamuhurta Starts,32500
2025-12-16,03-06,Dhanarak / Kamuhurta Starts,32500
2025-12-16,06-09,Dhanarak / Kamuhurta Starts,130000
2025-12-16,09-12,Dhanarak / Kamuhurta Starts,162500
2025-12-16,12-15,Dhanarak / Kamuhurta Starts,97500
2025-12-16,15-18,Dhanarak / Kamuhurta Starts,65000
2025-12-16,18-21,Dhanarak / Kamuhurta Starts,97500
2025-12-16,21-24,Dhanarak / Kamuhurta Starts,32500
2025-12-17,00-03,,32500
2025-12-17,03-06,,32500
2025-12-17,06-09,,130000
2025-12-17,09-12,,162500
2025-12-17,12-15,,97500
2025-12-17,15-18,,65000
2025-12-17,18-21,,97500
2025-12-17,21-24,,32500
2025-12-18,00-03,,32500
2025-12-18,03-06,,32500
2025-12-18,06-09,,130000
2025-12-18,09-12,,162500
2025-12-18,12-15,,97500
2025-12-18,15-18,,65000
2025-12-18,18-21,,97500
2025-12-18,21-24,,32500
2025-12-19,00-03,,32500
2025-12-19,03-06,,32500
2025-12-19,06-09,,130000
2025-12-19,09-12,,162500
2025-12-19,12-15,,97500
2025-12-19,15-18,,65000
2025-12-19,18-21,,97500
2025-12-19,21-24,,32500
2025-12-20,00-03,,40625
2025-12-20,03-06,,40625
2025-12-20,06-09,,162500
2025-12-20,09-12,,203125
2025-12-20,12-15,,121875
2025-12-20,15-18,,81250
2025-12-20,18-21,,121875
2025-12-20,21-24,,40625
2025-12-21,00-03,,40625
2025-12-21,03-06,,40625
2025-12-21,06-09,,162500
2025-12-21,09-12,,203125
2025-12-21,12-15,,121875
2025-12-21,15-18,,81250
2025-12-21,18-21,,121875
2025-12-21,21-24,,40625
2025-12-22,00-03,,32500
2025-12-22,03-06,,32500
2025-12-22,06-09,,130000
2025-12-22,09-12,,162500
2025-12-22,12-15,,97500
2025-12-22,15-18,,65000
2025-12-22,18-21,,97500
2025-12-22,21-24,,32500
2025-12-23,00-03,,32500
2025-12-23,03-06,,32500
2025-12-23,06-09,,130000
2025-12-23,09-12,,162500
2025-12-23,12-15,,97500
2025-12-23,15-18,,65000
2025-12-23,18-21,,97500
2025-12-23,21-24,,32500
2025-12-24,00-03,,32500
2025-12-24,03-06,,32500
2025-12-24,06-09,,130000
2025-12-24,09-12,,162500
2025-12-24,12-15,,97500
2025-12-24,15-18,,65000
2025-12-24,18-21,,97500
2025-12-24,21-24,,32500
2025-12-25,00-03,,32500
2025-12-25,03-06,,32500
2025-12-25,06-09,,130000
2025-12-25,09-12,,162500
2025-12-25,12-15,,97500
2025-12-25,15-18,,65000
2025-12-25,18-21,,97500
2025-12-25,21-24,,32500
2025-12-26,00-03,,32500
2025-12-26,03-06,,32500
2025-12-26,06-09,,130000
2025-12-26,09-12,,162500
2025-12-26,12-15,,97500
2025-12-26,15-18,,65000
2025-12-26,18-21,,97500
2025-12-26,21-24,,32500
2025-12-27,00-03,,40625
2025-12-27,03-06,,40625
2025-12-27,06-09,,162500
2025-12-27,09-12,,203125
2025-12-27,12-15,,121875
2025-12-27,15-18,,81250
2025-12-27,18-21,,121875
2025-12-27,21-24,,40625
2025-12-28,00-03,,40625
2025-12-28,03-06,,40625
2025-12-28,06-09,,162500
2025-12-28,09-12,,203125
2025-12-28,12-15,,121875
2025-12-28,15-18,,81250
2025-12-28,18-21,,121875
2025-12-28,21-24,,40625
2025-12-29,00-03,,32500
2025-12-29,03-06,,32500
2025-12-29,06-09,,130000
2025-12-29,09-12,,162500
2025-12-29,12-15,,97500
2025-12-29,15-18,,65000
2025-12-29,18-21,,97500
2025-12-29,21-24,,32500
2025-12-30,00-03,,32500
2025-12-30,03-06,,32500
2025-12-30,06-09,,130000
2025-12-30,09-12,,162500
2025-12-30,12-15,,97500
2025-12-30,15-18,,65000
2025-12-30,18-21,,97500
2025-12-30,21-24,,32500
2025-12-31,00-03,,32500
2025-12-31,03-06,,32500
2025-12-31,06-09,,130000
2025-12-31,09-12,,162500
2025-12-31,12-15,,97500
2025-12-31,15-18,,65000
2025-12-31,18-21,,97500
2025-12-31,21-24,,32500
2026-01-01,00-03,,35000
2026-01-01,03-06,,35000
2026-01-01,06-09,,140000
2026-01-01,09-12,,175000
2026-01-01,12-15,,105000
2026-01-01,15-18,,70000
2026-01-01,18-21,,105000
2026-01-01,21-24,,35000
2026-01-02,00-03,,35000
2026-01-02,03-06,,35000
2026-01-02,06-09,,140000
2026-01-02,09-12,,175000
2026-01-02,12-15,,105000
2026-01-02,15-18,,70000
2026-01-02,18-21,,105000
2026-01-02,21-24,,35000
2026-01-03,00-03,,43750
2026-01-03,03-06,,43750
2026-01-03,06-09,,175000
2026-01-03,09-12,,218750
2026-01-03,12-15,,131250
2026-01-03,15-18,,87500
2026-01-03,18-21,,131250
2026-01-03,21-24,,43750
2026-01-04,00-03,,43750
2026-01-04,03-06,,43750
2026-01-04,06-09,,175000
2026-01-04,09-12,,218750
2026-01-04,12-15,,131250
2026-01-04,15-18,,87500
2026-01-04,18-21,,131250
2026-01-04,21-24,,43750
2026-01-05,00-03,,35000
2026-01-05,03-06,,35000
2026-01-05,06-09,,140000
2026-01-05,09-12,,175000
2026-01-05,12-15,,105000
2026-01-05,15-18,,70000
2026-01-05,18-21,,105000
2026-01-05,21-24,,35000
2026-01-06,00-03,,35000
2026-01-06,03-06,,35000
2026-01-06,06-09,,140000
2026-01-06,09-12,,175000
2026-01-06,12-15,,105000
2026-01-06,15-18,,70000
2026-01-06,18-21,,105000
2026-01-06,21-24,,35000
2026-01-07,00-03,,35000
2026-01-07,03-06,,35000
2026-01-07,06-09,,140000
2026-01-07,09-12,,175000
2026-01-07,12-15,,105000
2026-01-07,15-18,,70000
2026-01-07,18-21,,105000
2026-01-07,21-24,,35000
2026-01-08,00-03,,35000
2026-01-08,03-06,,35000
2026-01-08,06-09,,140000
2026-01-08,09-12,,175000
2026-01-08,12-15,,105000
2026-01-08,15-18,,70000
2026-01-08,18-21,,105000
2026-01-08,21-24,,35000
2026-01-09,00-03,,35000
2026-01-09,03-06,,35000
2026-01-09,06-09,,140000
2026-01-09,09-12,,175000
2026-01-09,12-15,,105000
2026-01-09,15-18,,70000
2026-01-09,18-21,,105000
2026-01-09,21-24,,35000
2026-01-10,00-03,,43750
