Date,Slot,Estimated_Wait_Time_Min,Estimated_Queue_Length,Zone,Zone_Density,Risk_Level,Arrival_Rate_Per_Hour,Temple_Capacity_Utilization_%
2026-01-26,00-03,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-01-26,03-06,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-01-26,06-09,98,49000,Entry Gate,Critical,CRITICAL,46667,100.0
2026-01-26,09-12,122,61250,Security Check,Critical,CRITICAL,58333,100.0
2026-01-26,12-15,75,36750,Holding Area,Critical,CRITICAL,35000,100.0
2026-01-26,15-18,52,24500,Darshan Queue,Critical,CRITICAL,23333,100.0
2026-01-26,18-21,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-01-26,21-24,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-01-27,00-03,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-01-27,03-06,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-01-27,06-09,98,49000,Security Check,Critical,CRITICAL,46667,100.0
2026-01-27,09-12,122,61250,Holding Area,Critical,CRITICAL,58333,100.0
2026-01-27,12-15,75,36750,Darshan Queue,Critical,CRITICAL,35000,100.0
2026-01-27,15-18,52,24500,Garbh Griha Zone,Critical,CRITICAL,23333,100.0
2026-01-27,18-21,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-01-27,21-24,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-01-28,00-03,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-01-28,03-06,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-01-28,06-09,98,49000,Holding Area,Critical,CRITICAL,46667,100.0
2026-01-28,09-12,122,61250,Darshan Queue,Critical,CRITICAL,58333,100.0
2026-01-28,12-15,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-01-28,15-18,52,24500,Exit Corridor,Critical,CRITICAL,23333,100.0
2026-01-28,18-21,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-01-28,21-24,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-01-29,00-03,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-01-29,03-06,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-01-29,06-09,98,49000,Darshan Queue,Critical,CRITICAL,46667,100.0
2026-01-29,09-12,122,61250,Garbh Griha Zone,Critical,CRITICAL,58333,100.0
2026-01-29,12-15,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-01-29,15-18,52,24500,Parking Area,Critical,CRITICAL,23333,100.0
2026-01-29,18-21,75,36750,Entry Gate,Critical,CRITICAL,35000,100.0
2026-01-29,21-24,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-01-30,00-03,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-01-30,03-06,28,12250,Darshan Queue,Critical,CRITICAL,11667,70.0
2026-01-30,06-09,98,49000,Garbh Griha Zone,Critical,CRITICAL,46667,100.0
2026-01-30,09-12,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-01-30,12-15,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-01-30,15-18,52,24500,Entry Gate,Critical,CRITICAL,23333,100.0
2026-01-30,18-21,75,36750,Security Check,Critical,CRITICAL,35000,100.0
2026-01-30,21-24,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-01-31,00-03,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-01-31,03-06,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-01-31,06-09,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-01-31,09-12,151,76562,Parking Area,Critical,CRITICAL,72917,100.0
2026-01-31,12-15,92,45938,Entry Gate,Critical,CRITICAL,43750,100.0
2026-01-31,15-18,63,30625,Security Check,Critical,CRITICAL,29167,100.0
2026-01-31,18-21,92,45938,Holding Area,Critical,CRITICAL,43750,100.0
2026-01-31,21-24,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-02-01,00-03,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-01,03-06,34,15312,Exit Corridor,Critical,CRITICAL,14583,87.5
2026-02-01,06-09,122,61250,Parking Area,Critical,CRITICAL,58333,100.0
2026-02-01,09-12,151,76562,Entry Gate,Critical,CRITICAL,72917,100.0
2026-02-01,12-15,92,45938,Security Check,Critical,CRITICAL,43750,100.0
2026-02-01,15-18,63,30625,Holding Area,Critical,CRITICAL,29167,100.0
2026-02-01,18-21,92,45938,Darshan Queue,Critical,CRITICAL,43750,100.0
2026-02-01,21-24,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-02,00-03,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-02-02,03-06,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-02,06-09,98,49000,Entry Gate,Critical,CRITICAL,46667,100.0
2026-02-02,09-12,122,61250,Security Check,Critical,CRITICAL,58333,100.0
2026-02-02,12-15,75,36750,Holding Area,Critical,CRITICAL,35000,100.0
2026-02-02,15-18,52,24500,Darshan Queue,Critical,CRITICAL,23333,100.0
2026-02-02,18-21,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-02-02,21-24,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-02-03,00-03,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-03,03-06,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-03,06-09,98,49000,Security Check,Critical,CRITICAL,46667,100.0
2026-02-03,09-12,122,61250,Holding Area,Critical,CRITICAL,58333,100.0
2026-02-03,12-15,75,36750,Darshan Queue,Critical,CRITICAL,35000,100.0
2026-02-03,15-18,52,24500,Garbh Griha Zone,Critical,CRITICAL,23333,100.0
2026-02-03,18-21,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-02-03,21-24,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-04,00-03,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-04,03-06,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-04,06-09,98,49000,Holding Area,Critical,CRITICAL,46667,100.0
2026-02-04,09-12,122,61250,Darshan Queue,Critical,CRITICAL,58333,100.0
2026-02-04,12-15,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-02-04,15-18,52,24500,Exit Corridor,Critical,CRITICAL,23333,100.0
2026-02-04,18-21,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-02-04,21-24,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-05,00-03,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-05,03-06,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-05,06-09,98,49000,Darshan Queue,Critical,CRITICAL,46667,100.0
2026-02-05,09-12,122,61250,Garbh Griha Zone,Critical,CRITICAL,58333,100.0
2026-02-05,12-15,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-02-05,15-18,52,24500,Parking Area,Critical,CRITICAL,23333,100.0
2026-02-05,18-21,75,36750,Entry Gate,Critical,CRITICAL,35000,100.0
2026-02-05,21-24,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-06,00-03,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-06,03-06,28,12250,Darshan Queue,Critical,CRITICAL,11667,70.0
2026-02-06,06-09,98,49000,Garbh Griha Zone,Critical,CRITICAL,46667,100.0
2026-02-06,09-12,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-02-06,12-15,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-02-06,15-18,52,24500,Entry Gate,Critical,CRITICAL,23333,100.0
2026-02-06,18-21,75,36750,Security Check,Critical,CRITICAL,35000,100.0
2026-02-06,21-24,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-07,00-03,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-02-07,03-06,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-07,06-09,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-02-07,09-12,151,76562,Parking Area,Critical,CRITICAL,72917,100.0
2026-02-07,12-15,92,45938,Entry Gate,Critical,CRITICAL,43750,100.0
2026-02-07,15-18,63,30625,Security Check,Critical,CRITICAL,29167,100.0
2026-02-07,18-21,92,45938,Holding Area,Critical,CRITICAL,43750,100.0
2026-02-07,21-24,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-02-08,00-03,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-08,03-06,34,15312,Exit Corridor,Critical,CRITICAL,14583,87.5
2026-02-08,06-09,122,61250,Parking Area,Critical,CRITICAL,58333,100.0
2026-02-08,09-12,151,76562,Entry Gate,Critical,CRITICAL,72917,100.0
2026-02-08,12-15,92,45938,Security Check,Critical,CRITICAL,43750,100.0
2026-02-08,15-18,63,30625,Holding Area,Critical,CRITICAL,29167,100.0
2026-02-08,18-21,92,45938,Darshan Queue,Critical,CRITICAL,43750,100.0
2026-02-08,21-24,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-09,00-03,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-02-09,03-06,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-09,06-09,98,49000,Entry Gate,Critical,CRITICAL,46667,100.0
2026-02-09,09-12,122,61250,Security Check,Critical,CRITICAL,58333,100.0
2026-02-09,12-15,75,36750,Holding Area,Critical,CRITICAL,35000,100.0
2026-02-09,15-18,52,24500,Darshan Queue,Critical,CRITICAL,23333,100.0
2026-02-09,18-21,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-02-09,21-24,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-02-10,00-03,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-10,03-06,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-10,06-09,98,49000,Security Check,Critical,CRITICAL,46667,100.0
2026-02-10,09-12,122,61250,Holding Area,Critical,CRITICAL,58333,100.0
2026-02-10,12-15,75,36750,Darshan Queue,Critical,CRITICAL,35000,100.0
2026-02-10,15-18,52,24500,Garbh Griha Zone,Critical,CRITICAL,23333,100.0
2026-02-10,18-21,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-02-10,21-24,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-11,00-03,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-11,03-06,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-11,06-09,98,49000,Holding Area,Critical,CRITICAL,46667,100.0
2026-02-11,09-12,122,61250,Darshan Queue,Critical,CRITICAL,58333,100.0
2026-02-11,12-15,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-02-11,15-18,52,24500,Exit Corridor,Critical,CRITICAL,23333,100.0
2026-02-11,18-21,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-02-11,21-24,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-12,00-03,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-12,03-06,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-12,06-09,98,49000,Darshan Queue,Critical,CRITICAL,46667,100.0
2026-02-12,09-12,122,61250,Garbh Griha Zone,Critical,CRITICAL,58333,100.0
2026-02-12,12-15,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-02-12,15-18,52,24500,Parking Area,Critical,CRITICAL,23333,100.0
2026-02-12,18-21,75,36750,Entry Gate,Critical,CRITICAL,35000,100.0
2026-02-12,21-24,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-13,00-03,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-13,03-06,28,12250,Darshan Queue,Critical,CRITICAL,11667,70.0
2026-02-13,06-09,98,49000,Garbh Griha Zone,Critical,CRITICAL,46667,100.0
2026-02-13,09-12,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-02-13,12-15,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-02-13,15-18,52,24500,Entry Gate,Critical,CRITICAL,23333,100.0
2026-02-13,18-21,75,36750,Security Check,Critical,CRITICAL,35000,100.0
2026-02-13,21-24,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-14,00-03,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-02-14,03-06,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-14,06-09,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-02-14,09-12,151,76562,Parking Area,Critical,CRITICAL,72917,100.0
2026-02-14,12-15,92,45938,Entry Gate,Critical,CRITICAL,43750,100.0
2026-02-14,15-18,63,30625,Security Check,Critical,CRITICAL,29167,100.0
2026-02-14,18-21,92,45938,Holding Area,Critical,CRITICAL,43750,100.0
2026-02-14,21-24,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-02-15,00-03,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-15,03-06,34,15312,Exit Corridor,Critical,CRITICAL,14583,87.5
2026-02-15,06-09,122,61250,Parking Area,Critical,CRITICAL,58333,100.0
2026-02-15,09-12,151,76562,Entry Gate,Critical,CRITICAL,72917,100.0
2026-02-15,12-15,92,45938,Security Check,Critical,CRITICAL,43750,100.0
2026-02-15,15-18,63,30625,Holding Area,Critical,CRITICAL,29167,100.0
2026-02-15,18-21,92,45938,Darshan Queue,Critical,CRITICAL,43750,100.0
2026-02-15,21-24,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-16,00-03,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-02-16,03-06,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-16,06-09,98,49000,Entry Gate,Critical,CRITICAL,46667,100.0
2026-02-16,09-12,122,61250,Security Check,Critical,CRITICAL,58333,100.0
2026-02-16,12-15,75,36750,Holding Area,Critical,CRITICAL,35000,100.0
2026-02-16,15-18,52,24500,Darshan Queue,Critical,CRITICAL,23333,100.0
2026-02-16,18-21,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-02-16,21-24,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-02-17,00-03,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-17,03-06,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-17,06-09,98,49000,Security Check,Critical,CRITICAL,46667,100.0
2026-02-17,09-12,122,61250,Holding Area,Critical,CRITICAL,58333,100.0
2026-02-17,12-15,75,36750,Darshan Queue,Critical,CRITICAL,35000,100.0
2026-02-17,15-18,52,24500,Garbh Griha Zone,Critical,CRITICAL,23333,100.0
2026-02-17,18-21,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-02-17,21-24,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-18,00-03,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-18,03-06,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-18,06-09,98,49000,Holding Area,Critical,CRITICAL,46667,100.0
2026-02-18,09-12,122,61250,Darshan Queue,Critical,CRITICAL,58333,100.0
2026-02-18,12-15,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-02-18,15-18,52,24500,Exit Corridor,Critical,CRITICAL,23333,100.0
2026-02-18,18-21,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-02-18,21-24,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-19,00-03,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-19,03-06,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-19,06-09,98,49000,Darshan Queue,Critical,CRITICAL,46667,100.0
2026-02-19,09-12,122,61250,Garbh Griha Zone,Critical,CRITICAL,58333,100.0
2026-02-19,12-15,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-02-19,15-18,52,24500,Parking Area,Critical,CRITICAL,23333,100.0
2026-02-19,18-21,75,36750,Entry Gate,Critical,CRITICAL,35000,100.0
2026-02-19,21-24,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-20,00-03,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-20,03-06,28,12250,Darshan Queue,Critical,CRITICAL,11667,70.0
2026-02-20,06-09,98,49000,Garbh Griha Zone,Critical,CRITICAL,46667,100.0
2026-02-20,09-12,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-02-20,12-15,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-02-20,15-18,52,24500,Entry Gate,Critical,CRITICAL,23333,100.0
2026-02-20,18-21,75,36750,Security Check,Critical,CRITICAL,35000,100.0
2026-02-20,21-24,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-21,00-03,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-02-21,03-06,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-21,06-09,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-02-21,09-12,151,76562,Parking Area,Critical,CRITICAL,72917,100.0
2026-02-21,12-15,92,45938,Entry Gate,Critical,CRITICAL,43750,100.0
2026-02-21,15-18,63,30625,Security Check,Critical,CRITICAL,29167,100.0
2026-02-21,18-21,92,45938,Holding Area,Critical,CRITICAL,43750,100.0
2026-02-21,21-24,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-02-22,00-03,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-22,03-06,34,15312,Exit Corridor,Critical,CRITICAL,14583,87.5
2026-02-22,06-09,122,61250,Parking Area,Critical,CRITICAL,58333,100.0
2026-02-22,09-12,151,76562,Entry Gate,Critical,CRITICAL,72917,100.0
2026-02-22,12-15,92,45938,Security Check,Critical,CRITICAL,43750,100.0
2026-02-22,15-18,63,30625,Holding Area,Critical,CRITICAL,29167,100.0
2026-02-22,18-21,92,45938,Darshan Queue,Critical,CRITICAL,43750,100.0
2026-02-22,21-24,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-23,00-03,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-02-23,03-06,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-23,06-09,98,49000,Entry Gate,Critical,CRITICAL,46667,100.0
2026-02-23,09-12,122,61250,Security Check,Critical,CRITICAL,58333,100.0
2026-02-23,12-15,75,36750,Holding Area,Critical,CRITICAL,35000,100.0
2026-02-23,15-18,52,24500,Darshan Queue,Critical,CRITICAL,23333,100.0
2026-02-23,18-21,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-02-23,21-24,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-02-24,00-03,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-24,03-06,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-24,06-09,98,49000,Security Check,Critical,CRITICAL,46667,100.0
2026-02-24,09-12,122,61250,Holding Area,Critical,CRITICAL,58333,100.0
2026-02-24,12-15,75,36750,Darshan Queue,Critical,CRITICAL,35000,100.0
2026-02-24,15-18,52,24500,Garbh Griha Zone,Critical,CRITICAL,23333,100.0
2026-02-24,18-21,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-02-24,21-24,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-02-25,00-03,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-25,03-06,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-25,06-09,98,49000,Holding Area,Critical,CRITICAL,46667,100.0
2026-02-25,09-12,122,61250,Darshan Queue,Critical,CRITICAL,58333,100.0
2026-02-25,12-15,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-02-25,15-18,52,24500,Exit Corridor,Critical,CRITICAL,23333,100.0
2026-02-25,18-21,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-02-25,21-24,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-02-26,00-03,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-26,03-06,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-26,06-09,98,49000,Darshan Queue,Critical,CRITICAL,46667,100.0
2026-02-26,09-12,122,61250,Garbh Griha Zone,Critical,CRITICAL,58333,100.0
2026-02-26,12-15,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-02-26,15-18,52,24500,Parking Area,Critical,CRITICAL,23333,100.0
2026-02-26,18-21,75,36750,Entry Gate,Critical,CRITICAL,35000,100.0
2026-02-26,21-24,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-02-27,00-03,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-27,03-06,28,12250,Darshan Queue,Critical,CRITICAL,11667,70.0
2026-02-27,06-09,98,49000,Garbh Griha Zone,Critical,CRITICAL,46667,100.0
2026-02-27,09-12,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-02-27,12-15,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-02-27,15-18,52,24500,Entry Gate,Critical,CRITICAL,23333,100.0
2026-02-27,18-21,75,36750,Security Check,Critical,CRITICAL,35000,100.0
2026-02-27,21-24,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-02-28,00-03,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-02-28,03-06,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-02-28,06-09,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-02-28,09-12,151,76562,Parking Area,Critical,CRITICAL,72917,100.0
2026-02-28,12-15,92,45938,Entry Gate,Critical,CRITICAL,43750,100.0
2026-02-28,15-18,63,30625,Security Check,Critical,CRITICAL,29167,100.0
2026-02-28,18-21,92,45938,Holding Area,Critical,CRITICAL,43750,100.0
2026-02-28,21-24,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-03-01,00-03,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-03-01,03-06,34,15312,Exit Corridor,Critical,CRITICAL,14583,87.5
2026-03-01,06-09,122,61250,Parking Area,Critical,CRITICAL,58333,100.0
2026-03-01,09-12,151,76562,Entry Gate,Critical,CRITICAL,72917,100.0
2026-03-01,12-15,92,45938,Security Check,Critical,CRITICAL,43750,100.0
2026-03-01,15-18,63,30625,Holding Area,Critical,CRITICAL,29167,100.0
2026-03-01,18-21,92,45938,Darshan Queue,Critical,CRITICAL,43750,100.0
2026-03-01,21-24,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-03-02,00-03,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-03-02,03-06,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-03-02,06-09,98,49000,Entry Gate,Critical,CRITICAL,46667,100.0
2026-03-02,09-12,122,61250,Security Check,Critical,CRITICAL,58333,100.0
2026-03-02,12-15,75,36750,Holding Area,Critical,CRITICAL,35000,100.0
2026-03-02,15-18,52,24500,Darshan Queue,Critical,CRITICAL,23333,100.0
2026-03-02,18-21,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-03-02,21-24,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
2026-03-03,00-03,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-03-03,03-06,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-03-03,06-09,98,49000,Security Check,Critical,CRITICAL,46667,100.0
2026-03-03,09-12,122,61250,Holding Area,Critical,CRITICAL,58333,100.0
2026-03-03,12-15,75,36750,Darshan Queue,Critical,CRITICAL,35000,100.0
2026-03-03,15-18,52,24500,Garbh Griha Zone,Critical,CRITICAL,23333,100.0
2026-03-03,18-21,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-03-03,21-24,28,12250,Parking Area,Critical,CRITICAL,11667,70.0
2026-03-04,00-03,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-03-04,03-06,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-03-04,06-09,98,49000,Holding Area,Critical,CRITICAL,46667,100.0
2026-03-04,09-12,122,61250,Darshan Queue,Critical,CRITICAL,58333,100.0
2026-03-04,12-15,75,36750,Garbh Griha Zone,Critical,CRITICAL,35000,100.0
2026-03-04,15-18,52,24500,Exit Corridor,Critical,CRITICAL,23333,100.0
2026-03-04,18-21,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-03-04,21-24,28,12250,Entry Gate,Critical,CRITICAL,11667,70.0
2026-03-05,00-03,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-03-05,03-06,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-03-05,06-09,98,49000,Darshan Queue,Critical,CRITICAL,46667,100.0
2026-03-05,09-12,122,61250,Garbh Griha Zone,Critical,CRITICAL,58333,100.0
2026-03-05,12-15,75,36750,Exit Corridor,Critical,CRITICAL,35000,100.0
2026-03-05,15-18,52,24500,Parking Area,Critical,CRITICAL,23333,100.0
2026-03-05,18-21,75,36750,Entry Gate,Critical,CRITICAL,35000,100.0
2026-03-05,21-24,28,12250,Security Check,Critical,CRITICAL,11667,70.0
2026-03-06,00-03,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-03-06,03-06,28,12250,Darshan Queue,Critical,CRITICAL,11667,70.0
2026-03-06,06-09,98,49000,Garbh Griha Zone,Critical,CRITICAL,46667,100.0
2026-03-06,09-12,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-03-06,12-15,75,36750,Parking Area,Critical,CRITICAL,35000,100.0
2026-03-06,15-18,52,24500,Entry Gate,Critical,CRITICAL,23333,100.0
2026-03-06,18-21,75,36750,Security Check,Critical,CRITICAL,35000,100.0
2026-03-06,21-24,28,12250,Holding Area,Critical,CRITICAL,11667,70.0
2026-03-07,00-03,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-03-07,03-06,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-03-07,06-09,122,61250,Exit Corridor,Critical,CRITICAL,58333,100.0
2026-03-07,09-12,151,76562,Parking Area,Critical,CRITICAL,72917,100.0
2026-03-07,12-15,92,45938,Entry Gate,Critical,CRITICAL,43750,100.0
2026-03-07,15-18,63,30625,Security Check,Critical,CRITICAL,29167,100.0
2026-03-07,18-21,92,45938,Holding Area,Critical,CRITICAL,43750,100.0
2026-03-07,21-24,34,15312,Darshan Queue,Critical,CRITICAL,14583,87.5
2026-03-08,00-03,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-03-08,03-06,34,15312,Exit Corridor,Critical,CRITICAL,14583,87.5
2026-03-08,06-09,122,61250,Parking Area,Critical,CRITICAL,58333,100.0
2026-03-08,09-12,151,76562,Entry Gate,Critical,CRITICAL,72917,100.0
2026-03-08,12-15,92,45938,Security Check,Critical,CRITICAL,43750,100.0
2026-03-08,15-18,63,30625,Holding Area,Critical,CRITICAL,29167,100.0
2026-03-08,18-21,92,45938,Darshan Queue,Critical,CRITICAL,43750,100.0
2026-03-08,21-24,34,15312,Garbh Griha Zone,Critical,CRITICAL,14583,87.5
2026-03-09,00-03,28,12250,Exit Corridor,Critical,CRITICAL,11667,70.0
